timestamp,voltage,current,power,energy,frequency,pf,apparentPower,reactivePower
1754681294,212.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681295,212.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681297,212.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681298,212.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681299,213.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681300,212.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681301,212.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681302,213.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681303,213.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681305,213.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681306,213.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681307,213.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681308,213.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681309,213.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681310,212.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681311,212.20,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681313,212.10,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681314,211.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681315,212.80,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681316,212.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681317,212.30,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681318,212.10,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681319,212.80,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681321,212.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681322,213.00,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681323,213.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681324,213.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681325,213.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681326,213.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681327,213.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681329,213.50,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681330,213.70,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681331,213.60,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681332,213.40,0.000,0.00,52.326,50.0,0.000,0.00,0.00
1754681333,213.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681334,213.90,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681335,213.30,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681336,214.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681337,214.40,0.000,0.00,52.326,49.9,0.000,0.00,0.00
1754681338,214.20,0.000,0.00,52.326,49.9,0.000,0.00,0.00
